assessment_id,PM01,PM02,PM03,PM04,PM05,AUTH01,AUTH02,AUTH03,AUTH04,AUTH05,PHISH01,PHISH02,PHISH03,PHISH04,PHISH05,SOC01,SOC02,SOC03,SOC04,SOC05,password_length,has_uppercase,has_lowercase,has_number,has_symbol,common_pattern_detected,repeated_characters,estimated_entropy,password_score,strength_label,PM_category_score,AUTH_category_score,PHISH_category_score,SOC_category_score,behaviour_score,overall_risk_score,risk_probability,risk_level,is_synthetic
133,0,3,4,2,0,0,3,0,4,0,1,4,4,0,2,2,0,4,0,0,10,True,True,True,True,False,False,65.5,100.0,Strong,13.8,95.0,88.8,12.5,52.6,31.6,0.316,Low,True
134,3,2,4,2,0,0,4,0,0,1,4,2,4,4,1,3,3,2,2,4,8,True,True,True,True,False,False,52.4,100.0,Strong,36.2,76.2,45.0,68.8,54.9,32.9,0.329,Low,True
135,3,1,0,0,4,4,4,4,0,0,1,3,4,4,2,2,2,1,4,4,9,True,True,True,False,False,False,53.6,100.0,Strong,90.0,35.0,67.5,72.5,67.1,40.3,0.403,Moderate,True
136,3,0,4,0,4,0,2,0,0,1,2,2,4,0,3,4,3,1,3,4,4,False,True,True,False,True,False,5.2,0.0,Weak,68.8,66.2,67.5,85.0,71.1,82.7,0.827,High,True
137,3,1,0,4,4,0,3,0,0,1,2,2,4,0,2,2,3,1,4,0,13,True,True,True,True,False,False,85.2,100.0,Strong,70.0,71.2,70.0,62.5,68.8,41.3,0.413,Moderate,True
138,2,1,0,2,0,0,4,4,4,0,3,1,4,0,1,1,1,2,0,4,7,True,True,True,True,False,False,45.9,81.5,Strong,58.8,85.0,60.0,36.2,61.1,44.1,0.441,Moderate,True
139,2,3,4,1,0,0,0,4,0,1,3,1,0,0,3,0,0,3,0,0,8,False,True,False,False,True,False,9.4,0.7,Weak,31.2,41.2,30.0,5.0,28.2,56.6,0.566,Moderate,True
140,0,4,0,4,0,4,0,4,0,4,4,1,4,0,4,0,0,4,0,0,14,True,True,True,True,False,False,91.8,100.0,Strong,25.0,0.0,46.2,0.0,19.1,11.5,0.115,Low,True
141,3,3,0,1,4,0,3,4,0,2,3,1,0,0,1,3,3,2,3,4,6,True,True,True,False,False,False,35.7,59.5,Moderate,77.5,52.5,35.0,73.8,59.9,52.1,0.521,Moderate,True
142,4,1,0,0,4,4,3,0,4,2,3,2,4,4,1,3,3,1,2,0,4,True,True,False,False,True,True,4.0,0.0,Weak,96.2,57.5,51.2,58.8,67.8,80.7,0.807,High,True
143,4,1,0,2,4,0,3,0,4,0,0,2,4,0,1,4,4,0,4,4,8,False,True,True,False,False,False,41.4,79.0,Strong,86.2,95.0,85.0,100.0,90.9,62.9,0.629,Moderate,True
144,2,1,4,2,4,4,1,4,4,3,4,3,4,0,1,2,4,1,4,4,8,False,True,True,False,False,False,41.4,79.0,Strong,48.8,28.8,66.2,82.5,54.9,41.3,0.413,Moderate,True
145,3,0,0,0,0,0,3,0,4,1,1,3,0,0,2,3,2,3,2,4,4,False,True,True,False,True,False,5.2,0.0,Weak,78.8,91.2,57.5,58.8,72.6,83.6,0.836,High,True
146,2,1,0,1,4,0,4,0,4,3,3,3,0,0,2,1,1,4,2,4,8,False,True,False,True,False,False,46.9,88.2,Strong,78.8,88.8,45.0,36.2,64.3,43.3,0.433,Moderate,True
147,3,2,4,1,4,0,0,4,0,3,2,2,0,0,1,2,0,2,1,4,8,False,True,True,True,True,True,8.5,0.0,Weak,56.2,33.8,47.5,42.5,45.7,67.4,0.674,Moderate,True
148,1,3,4,4,0,4,1,0,0,3,0,3,4,4,0,2,4,3,3,4,13,True,True,True,True,False,False,85.2,100.0,Strong,10.0,23.8,78.8,67.5,42.1,25.3,0.253,Low,True
149,2,4,4,3,0,4,3,4,4,0,1,3,4,0,3,2,2,3,1,0,8,True,True,False,False,False,False,45.6,86.0,Strong,17.5,50.0,80.0,32.5,44.2,32.1,0.321,Low,True
150,3,2,4,3,0,0,3,0,0,1,3,1,4,4,2,1,2,2,1,0,8,True,True,True,False,True,False,11.9,14.8,Weak,31.2,71.2,42.5,31.2,44.1,60.5,0.605,Moderate,True
151,3,1,4,3,4,0,4,4,0,1,1,1,0,4,0,2,2,2,2,4,10,True,True,True,True,False,False,65.5,100.0,Strong,50.0,61.2,35.0,57.5,50.6,30.4,0.304,Low,True
152,3,0,0,0,4,0,4,4,4,1,1,4,4,0,0,4,3,1,3,4,6,False,True,True,False,False,True,21.7,21.2,Weak,93.8,81.2,93.8,85.0,88.9,84.9,0.849,High,True
153,4,1,0,1,4,0,4,0,4,0,0,4,4,0,0,4,4,0,4,4,7,True,True,False,False,True,True,7.0,0.0,Weak,91.2,100.0,100.0,100.0,97.4,98.4,0.984,High,True
154,1,2,0,2,4,4,3,4,0,1,2,3,0,4,1,3,4,2,3,4,7,True,True,True,False,False,False,41.7,69.5,Moderate,63.8,26.2,38.8,78.8,51.1,42.9,0.429,Moderate,True
155,3,3,0,2,0,4,0,4,0,3,2,0,0,4,3,1,2,3,1,0,10,True,True,True,False,False,True,41.7,74.5,Strong,57.5,3.8,15.0,26.2,27.2,26.5,0.265,Low,True
156,1,4,4,3,0,4,0,4,0,4,3,0,0,4,3,2,1,3,1,4,8,True,True,True,False,True,False,11.9,14.8,Weak,11.2,0.0,8.8,42.5,14.1,42.5,0.425,Moderate,True
157,2,1,0,2,4,4,1,4,4,3,4,1,0,4,3,1,1,3,1,0,9,False,True,True,True,False,False,54.8,100.0,Strong,73.8,28.8,8.8,21.2,35.8,21.5,0.215,Low,True
158,1,1,0,1,4,0,2,4,0,2,3,2,0,0,2,3,2,2,1,4,7,False,True,True,False,False,True,25.3,27.2,Weak,72.5,47.5,38.8,58.8,55.1,62.2,0.622,Moderate,True
159,3,0,4,1,4,0,0,4,0,1,1,3,4,4,1,2,2,0,1,4,8,True,True,True,False,True,True,8.3,0.0,Weak,63.8,41.2,70.0,62.5,59.4,75.6,0.756,High,True
160,3,1,0,1,4,4,3,0,4,0,1,4,4,4,1,3,2,3,2,0,10,False,True,True,False,False,False,51.7,96.2,Strong,85.0,65.0,76.2,43.8,69.6,43.3,0.433,Moderate,True
161,4,1,0,0,0,4,3,0,4,1,1,3,4,0,0,3,4,1,3,4,4,False,True,True,False,False,False,20.7,29.5,Weak,81.2,61.2,87.5,83.8,78.3,75.2,0.752,High,True
162,4,1,0,1,4,0,4,0,0,2,0,2,4,4,3,4,4,1,2,4,4,False,True,False,False,True,False,4.7,0.0,Weak,91.2,72.5,65.0,85.0,78.8,87.3,0.873,High,True
163,0,4,4,3,0,4,2,4,0,4,4,0,4,4,3,0,1,3,2,0,9,True,True,True,True,False,False,59.0,100.0,Strong,5.0,10.0,27.5,20.0,14.9,8.9,0.089,Low,True
164,3,0,0,1,0,4,2,0,4,3,3,3,4,0,2,1,2,0,3,0,5,False,True,True,True,False,False,30.4,50.7,Moderate,73.8,48.8,70.0,51.2,62.1,57.0,0.57,Moderate,True
165,3,2,4,2,0,4,0,4,0,3,4,0,0,4,2,2,1,1,3,0,4,True,True,True,False,False,False,23.8,39.7,Weak,36.2,3.8,5.0,47.5,22.6,37.7,0.377,Low,True
166,3,4,0,0,4,0,2,4,0,1,1,3,4,0,1,4,2,1,3,4,11,False,True,False,False,False,False,51.7,91.2,Strong,78.8,51.2,85.0,80.0,73.7,47.7,0.477,Moderate,True
167,1,3,4,3,0,0,4,4,4,1,4,2,4,4,3,4,4,0,4,0,12,False,True,False,False,False,False,56.4,99.0,Strong,15.0,81.2,40.0,85.0,51.8,31.5,0.315,Low,True
168,1,3,4,1,4,0,2,0,4,1,1,2,4,0,4,0,0,2,2,4,9,False,True,True,True,True,False,13.7,17.8,Weak,40.0,86.2,71.2,35.0,58.4,67.9,0.679,Moderate,True
169,2,2,4,1,4,0,3,4,4,2,2,1,0,4,1,1,3,0,1,4,7,False,True,True,False,True,False,9.0,0.0,Weak,50.0,72.5,26.2,61.2,51.9,71.1,0.711,High,True
170,1,2,0,1,4,0,1,0,4,1,1,2,0,0,1,1,2,2,3,0,9,False,True,True,False,False,False,46.5,87.5,Strong,68.8,81.2,53.8,41.2,62.6,42.6,0.426,Moderate,True
171,3,0,0,0,4,0,3,0,4,1,1,2,4,0,1,2,2,2,1,4,6,True,True,True,False,False,False,35.7,59.5,Moderate,93.8,91.2,78.8,52.5,81.1,64.9,0.649,Moderate,True
172,1,3,0,3,4,0,1,0,0,2,4,2,4,4,1,0,0,3,0,0,12,False,True,True,False,False,False,62.0,100.0,Strong,55.0,57.5,45.0,5.0,43.1,25.9,0.259,Low,True
173,3,1,0,1,4,0,2,0,4,2,1,4,4,4,1,4,4,3,3,0,8,False,True,True,False,False,False,41.4,79.0,Strong,85.0,82.5,76.2,65.0,78.2,55.3,0.553,Moderate,True
174,4,0,0,0,4,0,4,4,4,0,2,3,4,0,2,4,4,1,3,4,6,False,True,False,False,False,True,19.7,12.8,Weak,100.0,85.0,76.2,90.0,88.3,87.9,0.879,High,True
175,2,0,0,1,4,0,3,4,0,2,0,4,0,0,1,4,4,1,3,0,8,False,True,True,False,True,False,10.3,7.2,Weak,82.5,52.5,72.5,75.0,71.0,79.7,0.797,High,True
176,1,3,4,2,4,4,3,0,4,2,1,2,4,4,2,0,1,4,0,0,12,False,True,True,False,False,False,62.0,100.0,Strong,35.0,57.5,61.2,5.0,41.2,24.7,0.247,Low,True
177,0,3,4,2,0,4,0,4,0,4,3,0,0,4,4,0,1,2,2,0,9,False,True,True,False,True,False,11.6,9.3,Weak,13.8,0.0,6.2,25.0,10.7,42.7,0.427,Moderate,True
178,1,1,4,2,4,4,4,0,4,1,2,2,0,4,1,2,2,1,2,4,7,True,True,True,False,True,False,10.4,0.0,Weak,42.5,66.2,32.5,62.5,49.9,69.9,0.699,Moderate,True
179,0,3,4,1,4,0,3,0,4,2,2,1,0,0,3,2,3,2,2,0,9,True,True,True,False,True,False,13.4,17.3,Weak,33.8,87.5,36.2,47.5,50.6,63.4,0.634,Moderate,True
180,3,1,0,1,4,4,1,4,4,3,1,1,0,4,2,2,3,2,2,0,9,False,True,False,False,False,False,42.3,75.5,Strong,85.0,28.8,30.0,47.5,49.7,39.6,0.396,Low,True
181,3,4,4,1,0,4,1,4,0,3,3,0,4,4,4,0,1,3,1,0,7,False,True,False,True,False,False,41.0,63.3,Moderate,33.8,8.8,31.2,15.0,23.1,28.5,0.285,Low,True
182,1,3,0,2,0,0,3,0,4,3,2,3,0,4,3,2,2,0,2,0,9,True,True,True,False,True,False,13.4,17.3,Weak,45.0,83.8,33.8,52.5,53.4,65.1,0.651,Moderate,True
183,4,2,0,2,4,0,2,0,4,2,2,3,4,4,1,2,2,1,4,4,7,True,True,True,False,False,False,41.7,69.5,Moderate,82.5,82.5,63.8,72.5,75.8,57.7,0.577,Moderate,True
184,1,1,4,3,0,0,1,4,0,3,3,1,0,4,3,1,0,2,2,0,10,False,True,False,True,False,False,58.6,100.0,Strong,22.5,38.8,15.0,26.2,25.4,15.2,0.152,Low,True
185,4,2,0,3,4,4,2,4,0,4,0,3,4,4,2,2,2,1,2,4,7,True,True,False,False,False,False,39.9,61.5,Moderate,77.5,10.0,73.8,62.5,56.7,49.4,0.494,Moderate,True
186,1,3,4,3,0,4,0,0,4,3,3,1,0,4,2,1,0,4,1,0,10,False,True,True,False,True,False,12.9,11.5,Weak,15.0,38.8,17.5,11.2,20.8,47.9,0.479,Moderate,True
187,3,0,4,3,4,4,2,4,0,3,3,2,4,4,2,0,1,1,1,4,9,False,True,True,False,False,False,46.5,87.5,Strong,53.8,13.8,48.8,40.0,39.8,28.9,0.289,Low,True
188,1,3,4,1,4,4,4,0,4,3,2,2,4,0,2,2,4,2,3,4,10,True,True,True,True,True,True,11.5,9.2,Weak,40.0,58.8,70.0,72.5,58.7,71.5,0.715,High,True
189,2,2,4,1,0,0,2,0,4,1,3,3,4,0,1,2,4,0,3,4,11,False,True,True,True,False,False,67.0,100.0,Strong,35.0,86.2,72.5,82.5,66.7,40.0,0.4,Moderate,True
190,0,3,4,4,0,4,1,0,0,3,4,0,4,0,3,1,2,3,1,0,9,True,True,True,True,False,False,59.0,100.0,Strong,3.8,23.8,42.5,26.2,22.9,13.7,0.137,Low,True
191,1,4,4,3,0,0,3,4,0,2,2,0,0,4,2,1,0,4,0,0,10,True,True,False,False,False,False,57.0,100.0,Strong,11.2,52.5,17.5,6.2,22.1,13.3,0.133,Low,True
192,2,1,4,4,0,4,2,4,0,4,2,4,4,4,2,3,4,2,2,0,11,True,True,False,True,False,False,70.3,100.0,Strong,23.8,10.0,67.5,58.8,38.2,22.9,0.229,Low,True
193,1,2,4,3,0,0,3,4,0,0,3,1,0,0,3,3,2,1,4,4,11,True,True,True,True,False,True,50.5,94.2,Strong,18.8,60.0,30.0,78.8,43.9,28.7,0.287,Low,True
194,1,3,0,3,4,0,2,4,0,1,4,1,0,0,3,2,2,3,1,4,10,False,True,True,False,False,False,51.7,96.2,Strong,55.0,51.2,23.8,47.5,44.8,28.4,0.284,Low,True
195,2,1,4,1,4,0,3,4,4,1,1,3,4,0,2,3,2,3,3,4,7,False,True,True,False,True,False,9.0,0.0,Weak,53.8,76.2,82.5,63.8,68.6,81.2,0.812,High,True
196,2,2,0,3,4,0,4,0,4,1,0,4,0,0,1,2,3,1,4,4,10,False,True,False,False,False,False,47.0,83.3,Strong,65.0,96.2,72.5,77.5,77.2,53.0,0.53,Moderate,True
197,0,4,4,4,0,0,1,4,4,3,0,1,0,0,2,2,1,4,1,0,11,True,True,True,False,False,False,65.5,100.0,Strong,0.0,58.8,51.2,22.5,32.0,19.2,0.192,Low,True
198,1,1,4,1,0,0,3,0,4,1,2,1,4,0,1,2,4,1,3,4,11,False,True,False,False,False,False,51.7,91.2,Strong,32.5,91.2,66.2,77.5,64.6,42.3,0.423,Moderate,True
199,3,0,0,1,0,0,2,4,4,2,2,2,0,0,3,3,1,2,2,4,6,False,True,True,False,False,False,31.0,46.7,Moderate,73.8,67.5,42.5,58.8,61.4,58.2,0.582,Moderate,True
200,1,1,4,1,4,4,4,0,4,0,1,2,4,0,1,3,3,2,3,4,8,False,True,True,False,False,False,41.4,79.0,Strong,47.5,70.0,78.8,73.8,66.2,48.1,0.481,Moderate,True
201,4,2,0,1,4,0,1,4,0,1,2,1,0,4,0,1,3,3,3,4,9,True,True,False,False,False,False,51.3,95.5,Strong,87.5,46.2,28.8,56.2,56.2,35.5,0.355,Low,True
202,1,3,4,3,0,0,2,4,4,4,3,0,0,4,4,0,0,3,0,0,11,True,True,True,True,False,False,72.1,100.0,Strong,15.0,60.0,6.2,5.0,22.1,13.3,0.133,Low,True
203,0,3,0,4,4,0,0,4,4,3,1,3,0,0,1,2,1,3,2,4,11,True,True,True,True,True,False,18.0,30.0,Weak,43.8,53.8,60.0,47.5,51.1,58.7,0.587,Moderate,True
204,2,1,4,2,4,4,0,0,0,2,1,4,0,4,3,0,3,1,2,4,12,False,True,False,True,False,True,49.2,82.0,Strong,48.8,22.5,46.2,55.0,42.8,32.9,0.329,Low,True
205,2,2,0,0,4,4,4,0,4,0,0,4,4,0,2,4,3,0,3,4,4,False,True,False,False,True,False,4.7,0.0,Weak,80.0,70.0,95.0,90.0,83.2,89.9,0.899,High,True
206,3,2,4,0,4,4,3,0,4,2,2,3,0,4,3,3,3,2,1,4,4,True,True,True,True,True,False,6.6,0.0,Weak,61.2,57.5,33.8,63.8,53.9,72.3,0.723,High,True
207,2,1,0,3,0,4,4,0,4,1,1,3,4,0,2,0,0,3,1,0,12,True,True,True,True,False,True,55.1,100.0,Strong,53.8,66.2,82.5,10.0,55.3,33.2,0.332,Low,True
208,4,2,0,0,4,0,2,0,4,1,0,3,4,0,0,4,4,0,4,4,4,False,True,False,False,True,False,4.7,0.0,Weak,92.5,86.2,93.8,100.0,92.8,95.7,0.957,High,True
209,4,0,4,1,4,4,2,4,0,2,1,2,4,0,2,3,3,2,2,4,6,False,True,True,False,False,False,31.0,46.7,Moderate,70.0,17.5,76.2,68.8,58.2,56.2,0.562,Moderate,True
210,1,2,4,3,4,0,2,0,0,1,0,3,4,0,1,3,4,0,3,4,9,False,True,True,False,False,False,46.5,87.5,Strong,33.8,66.2,91.2,88.8,67.2,45.3,0.453,Moderate,True
211,2,2,0,3,4,4,2,0,0,3,3,2,0,0,2,3,3,2,3,4,8,True,True,True,False,False,False,47.6,94.3,Strong,65.0,28.8,38.8,73.8,51.1,32.9,0.329,Low,True
212,4,2,0,1,4,0,4,0,4,1,1,3,4,0,0,3,4,0,4,0,9,True,True,False,True,True,False,14.4,19.0,Weak,87.5,96.2,87.5,78.8,87.9,85.1,0.851,High,True
213,3,2,4,1,0,4,1,4,4,4,3,2,0,0,3,3,3,2,2,0,10,True,True,True,False,True,True,10.4,2.3,Weak,41.2,25.0,36.2,53.8,38.4,62.1,0.621,Moderate,True
214,4,3,0,1,0,0,4,0,4,1,3,2,0,4,1,3,3,0,4,4,8,False,True,False,False,True,False,9.4,0.7,Weak,68.8,96.2,26.2,88.8,69.0,81.1,0.811,High,True
215,2,3,4,1,4,0,3,0,4,0,3,2,4,4,3,4,2,1,4,0,10,True,True,True,False,False,False,59.5,100.0,Strong,46.2,95.0,46.2,70.0,63.2,37.9,0.379,Low,True
216,0,3,4,2,0,0,0,4,0,4,4,1,0,0,4,1,1,2,3,0,6,True,True,False,False,False,False,34.2,52.0,Moderate,13.8,30.0,21.2,36.2,24.2,33.7,0.337,Low,True
217,2,1,0,1,4,4,2,0,0,3,4,0,0,4,4,3,2,1,3,0,8,False,True,False,False,True,False,9.4,0.7,Weak,78.8,28.8,0.0,58.8,42.6,65.3,0.653,Moderate,True
218,3,4,0,2,4,4,0,4,0,4,3,1,4,0,3,0,1,4,1,0,12,True,True,True,True,False,False,78.7,100.0,Strong,68.8,0.0,55.0,10.0,36.4,21.8,0.218,Low,True
219,1,0,0,0,4,0,3,0,4,4,1,3,4,4,2,2,2,2,3,4,9,False,True,True,False,False,False,46.5,87.5,Strong,81.2,80.0,67.5,62.5,73.8,49.3,0.493,Moderate,True
220,2,2,0,1,0,0,4,0,4,0,2,3,4,4,1,1,2,3,3,0,11,False,True,False,False,False,False,51.7,91.2,Strong,60.0,100.0,63.8,36.2,66.2,43.2,0.432,Moderate,True
221,3,2,0,1,4,4,3,4,4,0,2,2,4,0,2,4,3,0,3,0,6,True,True,False,True,False,True,26.8,34.7,Weak,81.2,50.0,70.0,75.0,69.4,67.8,0.678,Moderate,True
222,3,0,0,0,4,0,3,0,4,1,2,2,4,4,2,4,2,3,2,4,9,True,True,False,False,True,True,9.0,0.0,Weak,93.8,91.2,55.0,65.0,77.7,86.6,0.866,High,True
223,0,2,4,2,0,4,1,0,0,2,1,1,0,4,1,1,3,3,2,0,8,False,True,True,False,True,False,10.3,7.2,Weak,17.5,27.5,32.5,36.2,27.5,53.6,0.536,Moderate,True
224,3,1,0,1,4,4,3,0,4,2,1,4,4,0,1,4,3,1,4,0,9,False,True,True,False,False,False,46.5,87.5,Strong,85.0,57.5,91.2,75.0,77.7,51.6,0.516,Moderate,True
225,4,1,4,0,4,4,3,0,4,1,2,4,0,4,2,1,2,1,1,0,10,False,True,False,False,True,True,8.2,0.0,Weak,71.2,61.2,42.5,36.2,54.6,72.8,0.728,High,True
226,3,1,0,1,4,4,0,4,4,4,3,1,0,4,3,1,2,2,1,4,6,False,True,True,False,True,False,7.8,0.0,Weak,85.0,20.0,15.0,46.2,43.5,66.1,0.661,Moderate,True
227,2,3,4,4,0,4,0,4,0,4,3,1,0,4,4,0,0,4,0,0,7,False,True,True,True,False,False,42.6,71.0,Strong,16.2,0.0,12.5,0.0,8.0,16.4,0.164,Low,True
228,1,2,4,4,0,4,1,4,0,4,2,1,0,4,4,0,1,3,0,0,16,True,True,True,False,False,False,95.3,100.0,Strong,13.8,5.0,18.8,10.0,12.1,7.3,0.073,Low,True
229,2,1,0,3,4,4,4,0,4,0,0,3,0,0,1,4,4,0,3,4,11,True,True,False,True,False,False,70.3,100.0,Strong,68.8,70.0,66.2,95.0,73.7,44.2,0.442,Moderate,True
230,2,2,4,2,4,0,1,4,4,1,2,4,4,0,2,0,1,3,0,0,9,True,True,True,False,False,False,53.6,100.0,Strong,45.0,66.2,82.5,10.0,52.7,31.6,0.316,Low,True
231,4,0,0,2,4,0,4,0,0,1,4,2,0,4,1,4,4,0,4,4,9,False,True,False,True,True,False,13.2,12.0,Weak,90.0,76.2,20.0,100.0,71.1,77.9,0.779,High,True
232,1,3,0,2,4,0,1,0,4,2,1,2,4,0,0,2,1,4,3,4,4,True,True,True,False,True,False,6.0,0.0,Weak,60.0,77.5,81.2,47.5,67.2,80.3,0.803,High,True
233,2,0,4,1,4,4,1,4,4,3,1,4,4,0,2,1,0,2,1,0,8,False,True,True,False,True,False,10.3,7.2,Weak,57.5,28.8,88.8,21.2,50.9,67.7,0.677,Moderate,True
234,1,3,0,1,0,0,1,4,0,4,3,2,4,4,4,0,2,2,1,0,7,False,True,True,False,True,False,9.0,0.0,Weak,50.0,35.0,43.8,25.0,39.7,63.8,0.638,Moderate,True
235,3,0,0,0,4,4,0,0,0,4,0,4,4,0,0,3,3,2,2,4,7,False,True,False,False,True,False,8.2,0.0,Weak,93.8,15.0,100.0,68.8,70.6,82.4,0.824,High,True
236,1,0,0,1,4,0,4,0,0,0,1,1,0,0,2,4,2,1,4,0,8,False,True,False,True,False,True,32.8,54.7,Moderate,76.2,80.0,45.0,70.0,68.1,59.0,0.59,Moderate,True
237,3,0,0,1,4,0,4,0,4,0,1,3,4,0,0,4,3,1,4,4,4,False,True,True,False,False,False,20.7,29.5,Weak,88.8,100.0,87.5,90.0,91.5,83.1,0.831,High,True
238,3,1,0,1,0,0,4,0,4,0,1,3,0,0,1,1,1,1,2,4,9,True,True,False,True,False,True,40.3,72.2,Strong,70.0,100.0,60.0,51.2,71.2,53.8,0.538,Moderate,True
239,3,1,0,0,4,0,4,0,4,1,2,1,0,0,3,3,2,1,3,4,7,False,True,True,False,False,False,36.2,55.3,Moderate,90.0,96.2,36.2,73.8,74.9,62.8,0.628,Moderate,True
240,4,1,0,0,4,4,2,0,4,1,2,3,4,0,1,2,3,2,4,4,7,False,True,True,False,True,False,9.0,0.0,Weak,96.2,56.2,78.8,72.5,77.1,86.3,0.863,High,True
241,4,0,0,1,4,0,4,0,0,2,3,4,4,0,2,4,3,1,1,4,7,False,True,False,False,True,False,8.2,0.0,Weak,95.0,72.5,76.2,75.0,80.7,88.4,0.884,High,True
242,4,0,0,1,4,4,1,0,4,2,2,3,4,0,1,1,0,2,2,4,8,True,True,True,False,True,False,11.9,14.8,Weak,95.0,47.5,78.8,41.2,68.3,75.1,0.751,High,True
243,4,1,0,1,0,0,2,0,4,0,0,4,4,0,0,3,4,0,4,0,8,False,True,False,False,False,False,37.6,67.7,Moderate,76.2,90.0,100.0,78.8,86.1,64.6,0.646,Moderate,True
244,3,1,0,1,4,0,3,4,4,0,1,4,0,0,2,2,4,0,3,4,8,False,True,False,False,True,True,6.6,0.0,Weak,85.0,80.0,63.8,82.5,77.9,86.7,0.867,High,True
245,1,4,4,4,0,4,0,4,0,4,3,1,0,4,4,1,1,4,1,0,13,True,True,True,False,False,True,54.2,95.3,Strong,6.2,0.0,12.5,16.2,8.2,6.8,0.068,Low,True
246,2,0,0,1,0,4,3,0,4,1,0,4,4,0,0,4,4,0,4,4,8,True,True,True,True,False,False,52.4,100.0,Strong,67.5,61.2,100.0,100.0,80.6,48.4,0.484,Moderate,True
247,3,0,0,1,4,0,4,0,4,0,0,3,4,0,3,4,1,1,4,4,12,False,True,True,True,False,False,73.0,100.0,Strong,88.8,100.0,86.2,80.0,89.2,53.5,0.535,Moderate,True
248,1,3,0,2,0,4,1,4,4,2,4,0,4,4,4,1,2,4,1,4,7,True,True,False,True,False,False,44.7,74.5,Strong,45.0,32.5,25.0,36.2,35.1,31.3,0.313,Low,True
249,0,4,4,3,0,0,0,4,0,4,3,2,0,4,4,0,0,3,0,0,9,False,True,True,True,True,False,13.7,17.8,Weak,5.0,30.0,18.8,5.0,14.7,41.7,0.417,Moderate,True
250,3,0,0,1,4,4,3,0,4,0,1,4,4,0,0,3,3,1,2,0,12,True,True,True,False,False,False,71.5,100.0,Strong,88.8,65.0,93.8,58.8,78.1,46.9,0.469,Moderate,True
251,2,2,4,1,4,4,4,4,4,1,2,2,4,0,1,3,2,0,3,4,7,False,True,False,True,False,True,28.7,32.8,Weak,50.0,51.2,72.5,78.8,61.7,63.9,0.639,Moderate,True
252,1,2,0,2,0,0,1,0,4,3,1,1,0,4,1,2,0,3,1,0,11,False,True,False,True,True,False,16.1,16.8,Weak,48.8,73.8,32.5,22.5,45.7,60.7,0.607,Moderate,True
253,1,4,0,3,0,4,0,4,0,4,4,2,0,4,4,0,0,4,0,0,11,True,True,True,True,True,False,18.0,30.0,Weak,36.2,0.0,12.5,0.0,14.0,36.4,0.364,Low,True
254,3,3,4,2,4,4,4,0,0,1,1,2,4,0,0,0,3,1,3,4,8,False,True,False,True,False,False,46.9,88.2,Strong,47.5,46.2,81.2,60.0,58.1,39.6,0.396,Low,True
255,3,0,0,0,4,0,3,0,4,1,2,1,0,4,1,4,4,0,2,4,9,True,True,True,False,False,False,53.6,100.0,Strong,93.8,91.2,26.2,90.0,75.5,45.3,0.453,Moderate,True
256,0,3,4,4,0,4,2,0,4,0,3,3,0,0,1,1,0,3,0,0,13,True,True,False,True,False,False,83.1,100.0,Strong,3.8,60.0,47.5,11.2,30.2,18.1,0.181,Low,True
257,2,3,4,1,0,0,2,0,4,1,1,1,4,4,2,1,2,2,1,4,4,False,True,False,True,False,False,23.4,34.0,Weak,31.2,86.2,55.0,46.2,53.9,58.7,0.587,Moderate,True
258,4,1,4,1,4,0,1,4,4,3,1,2,0,4,0,0,3,2,4,4,8,False,True,False,True,True,False,11.7,9.5,Weak,66.2,58.8,41.2,60.0,56.9,70.3,0.703,High,True
259,2,1,4,1,0,4,2,4,4,3,2,3,4,4,2,4,2,1,2,0,5,False,True,True,False,True,False,6.5,0.0,Weak,38.8,33.8,61.2,60.0,47.4,68.4,0.684,Moderate,True
260,4,1,0,1,4,0,2,0,4,2,1,4,4,0,1,3,4,0,3,4,11,False,True,True,False,False,False,56.9,100.0,Strong,91.2,82.5,91.2,88.8,88.6,53.2,0.532,Moderate,True
261,2,1,0,1,4,0,2,0,4,1,3,1,0,4,2,3,3,0,4,4,12,False,True,True,False,False,False,62.0,100.0,Strong,78.8,86.2,17.5,88.8,67.3,40.4,0.404,Moderate,True
262,3,1,0,4,4,4,1,0,4,0,4,1,4,0,2,0,3,3,1,0,16,True,True,True,True,False,False,104.9,100.0,Strong,70.0,55.0,51.2,25.0,52.6,31.6,0.316,Low,True
263,2,2,4,1,0,0,3,0,4,0,2,1,0,4,3,3,2,1,4,4,9,False,True,True,False,False,True,32.6,54.3,Moderate,35.0,95.0,21.2,78.8,55.3,51.5,0.515,Moderate,True
264,2,1,0,1,0,4,4,0,4,1,1,0,0,0,2,0,0,4,1,0,7,True,True,False,False,False,False,39.9,61.5,Moderate,63.8,66.2,38.8,5.0,46.4,43.2,0.432,Moderate,True
265,1,3,4,4,4,4,2,4,0,4,3,3,0,4,1,2,2,1,3,4,12,False,True,True,True,False,False,73.0,100.0,Strong,25.0,10.0,32.5,67.5,31.6,19.0,0.19,Low,True
266,1,2,4,3,4,4,2,4,4,4,3,0,4,4,2,2,2,2,3,4,8,False,True,True,True,False,False,48.7,96.2,Strong,33.8,30.0,36.2,62.5,39.2,25.0,0.25,Low,True
267,0,4,0,1,0,4,4,4,0,2,2,0,0,4,2,0,2,2,0,4,13,False,True,False,False,False,True,42.8,66.3,Moderate,40.0,27.5,17.5,35.0,30.2,31.6,0.316,Low,True
